Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
groundnut,1998,Kharif     ,Goa,350.0,412,2964.9,34580.0,101.5,1.18,Very High,0.7793248768009976,4.629862798578463,10.451059677269122
groundnut,1998,Rabi       ,Goa,1048.0,2124,2964.9,103542.4,303.92,2.03,Very High,1.1085626195212777,5.720049447120073,11.547746127467457
other  rabi pulses,1998,Rabi       ,Goa,8671.0,9220,2964.9,856694.8,2514.59,1.06,Very High,0.7227059828014898,7.830262647466663,13.660838175407143
other kharif pulses,1998,Kharif     ,Goa,1200.0,324,2964.9,118560.0,348.0,0.27,Very High,0.23901690047049992,5.855071922202427,11.68318287504225
ragi,1998,Kharif     ,Goa,2500.0,2476,2964.9,247000.0,725.0,0.99,Very High,0.688134638736401,6.587550014824796,12.417147664184915
rice,1998,Kharif     ,Goa,41000.0,104249,2964.9,4050800.0,11890.0,2.54,Very High,1.264126727145683,9.38353709043758,15.214425197305053
rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,Very High,1.3962446919730587,8.40700102209623,14.237750314972805
sugarcane,1998,Whole Year ,Goa,1320.0,64000,2964.9,130416.0,382.8,48.48,Very High,3.901568547524287,5.950121583573599,11.778492288075666
arecanut,1998,Whole Year ,Karnataka,98047.0,648365,1260.8,9687043.6,28433.63,6.232,High,1.9785156230898755,10.255363047523307,16.08629994250652
arhar/tur,1998,Kharif     ,Karnataka,475396.0,221453,1260.8,46969124.8,137864.84,0.400833333,High,0.33706729739457036,11.834036317358741,17.665001045950053
bajra,1998,Kharif     ,Karnataka,415816.0,282231,1260.8,41082620.8,120586.64,0.601764706,High,0.47110596270290056,11.700132070460825,17.531095762799207
bajra,1998,Rabi       ,Karnataka,451.0,536,1260.8,44558.8,130.79,1.19,High,0.7839015438284094,4.881209746655798,10.704587386260751
bajra,1998,Summer     ,Karnataka,846.0,498,1260.8,83584.8,245.34,0.59,High,0.4637340162321401,5.506712695513338,11.33362892818622
black pepper,1998,Whole Year ,Karnataka,4387.0,10342,1260.8,433435.6,1272.23,2.238,High,1.1749558552554433,7.149312257807062,12.979500813065195
cardamom,1998,Whole Year ,Karnataka,20218.0,1153,1260.8,1997538.4,5863.22,0.06,High,0.05826890812397577,8.676624759915946,14.507426681083858
castor seed,1998,Kharif     ,Karnataka,27246.0,23245,1260.8,2691904.8,7901.34,0.831818182,High,0.605309015693577,8.974914197127449,14.805759976563921
coconut,1998,Whole Year ,Karnataka,310399.0,1611530000,1260.8,30667421.2,90015.71,4692.261111,High,8.453882952644273,11.407750598745146,17.23871148299824
coriander,1998,Whole Year ,Karnataka,17935.0,2982,1260.8,1771978.0,5201.15,0.118,High,0.11154137473290741,8.55682728065631,14.387607559061138
cotton(lint),1998,Kharif     ,Karnataka,636495.0,976876,1260.8,62885706.0,184583.55,1.556521739,High,0.938647638924411,12.125862903073772,17.956829462144885
dry chillies,1998,Whole Year ,Karnataka,170319.0,146498,1260.8,16827517.2,49392.51,1.123703704,High,0.7531615945904133,10.807574318027145,16.638526092429338
garlic,1998,Whole Year ,Karnataka,3574.0,3034,1260.8,353111.2,1036.46,1.459411765,High,0.8999222014318462,6.944530697144753,12.774541132438264
ginger,1998,Kharif     ,Karnataka,3896.0,51169,1260.8,384924.8,1129.84,12.75944444,High,2.6217254566901054,7.030715998380943,12.860805867422906
gram,1998,Rabi       ,Karnataka,355326.0,202508,1260.8,35106208.8,103044.54,0.573478261,High,0.4532886217293972,11.542926305420817,17.373888590166978
groundnut,1998,Kharif     ,Karnataka,1012577.0,929016,1260.8,100042607.6,293647.33,0.8568,High,0.6188545759780902,12.590138173892097,18.421106739203502
groundnut,1998,Rabi       ,Karnataka,217445.0,263118,1260.8,21483566.0,63059.05,1.3052,High,0.8351674405803742,11.051842725994392,16.882798875270776
horse-gram,1998,Kharif     ,Karnataka,189486.0,90718,1260.8,18721216.8,54950.94,0.504615385,High,0.4085373074007583,10.914214264031132,16.745168080316642
horse-gram,1998,Rabi       ,Karnataka,134779.0,62084,1260.8,13316165.2,39085.91,0.4492,High,0.3710116800387851,10.573542907312554,16.404489358824755
jowar,1998,Kharif     ,Karnataka,420808.0,616645,1260.8,41575830.4,122034.32,1.305714286,High,0.8353905139104052,11.712065790012703,17.543029580438024
jowar,1998,Rabi       ,Karnataka,1420162.0,1003450,1260.8,140312005.6,411846.98,0.7235,High,0.544357106974783,12.928409579659053,18.75937911945814
jowar,1998,Summer     ,Karnataka,8897.0,23144,1260.8,879023.6,2580.13,2.461333333,High,1.2416538711973224,7.855982566524575,13.686568162623827
linseed,1998,Rabi       ,Karnataka,19806.0,6441,1260.8,1956832.8,5743.74,0.315,High,0.2738366656297279,8.656039932513742,14.486838316864803
maize,1998,Kharif     ,Karnataka,450472.0,1542607,1260.8,44506633.6,130636.88,3.366,High,1.473847258127752,11.780184499711082,17.61114882815817
maize,1998,Rabi       ,Karnataka,49922.0,101605,1260.8,4932293.6,14477.38,1.97952381,High,1.0917634924466701,9.580411781227808,15.411314873842564
maize,1998,Summer     ,Karnataka,11974.0,27080,1260.8,1183031.2,3472.46,2.241904762,High,1.1761610465710728,8.15290649430443,13.983591361525006
moong(green gram),1998,Kharif     ,Karnataka,311720.0,61227,1260.8,30797936.0,90398.8,0.180769231,High,0.16616611676710916,11.41199733398844,17.242958265181027
moong(green gram),1998,Rabi       ,Karnataka,15627.0,7005,1260.8,1543947.6,4531.83,0.438823529,High,0.3638257859166287,8.419101747480047,14.249853718857288
niger seed,1998,Kharif     ,Karnataka,41853.0,8104,1260.8,4135076.4,12137.37,0.214782609,High,0.19456513815020293,9.404126788712558,15.23501660452351
onion,1998,Kharif     ,Karnataka,79921.0,362053,1260.8,7896194.8,23177.09,5.363636364,High,1.8505999693081314,10.05096271487929,15.88189165715376
onion,1998,Rabi       ,Karnataka,8882.0,91057,1260.8,877541.6,2575.78,8.936315789,High,2.2961963069928393,7.8542958364221365,13.684880780152337
onion,1998,Summer     ,Karnataka,4797.0,55339,1260.8,473943.6,1391.13,11.86631579,High,2.554612717223583,7.238590227338313,13.06884571620936
peas & beans (pulses),1998,Kharif     ,Karnataka,1730.0,15872,1260.8,170924.0,501.7,9.265882353,High,2.328826004204923,6.21999357069853,12.048980142781994
peas & beans (pulses),1998,Rabi       ,Karnataka,494.0,4882,1260.8,48807.2,143.26,8.948181818,High,2.2973898026137047,4.971617227075527,10.795653610512197
peas & beans (pulses),1998,Summer     ,Karnataka,1583.0,13707,1260.8,156400.4,459.07,7.827,High,2.1778152060380958,6.131378651818909,11.960181058459934
potato,1998,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8338.95,12.37333333,High,2.5932626741763727,9.028812500130984,14.859664900891094
potato,1998,Rabi       ,Karnataka,4173.0,82124,1260.8,412292.4,1210.17,18.90714286,High,2.9910786050161673,7.099342113552126,12.929490510805527
potato,1998,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.73,17.6,High,2.9231615807191558,5.801302332534867,11.629255000362265
potato,1998,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.72,14.59,High,2.7466296830696852,4.365897252743998,10.184122351183962
ragi,1998,Kharif     ,Karnataka,986173.0,1664767,1260.8,97433892.4,285990.17,1.418,High,0.8829407521926009,12.5637162151995,18.394684689600744
ragi,1998,Rabi       ,Karnataka,33833.0,45301,1260.8,3342700.4,9811.57,1.361,High,0.8590852581033759,9.19141949582318,15.02228984044369
ragi,1998,Summer     ,Karnataka,10673.0,24008,1260.8,1054492.4,3095.17,2.239230769,High,1.1753358846410578,8.037921142762867,13.86857101999091
rapeseed &mustard,1998,Kharif     ,Karnataka,6673.0,1790,1260.8,659292.4,1935.17,0.210625,High,0.19113675517912326,7.5684670738988125,13.398923934433963
rice,1998,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312965.97,2.310740741,High,1.1971719531737408,12.653852936797358,18.48482171170106
rice,1998,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.78,2.054285714,High,1.1165457564480405,9.61699011146477,15.44789567772798
rice,1998,Summer     ,Karnataka,295830.0,951569,1260.8,29228004.0,85790.7,2.99375,High,1.3847306391437078,11.35967754420003,17.19063788296207
safflower,1998,Rabi       ,Karnataka,97487.0,58727,1260.8,9631715.6,28271.23,0.616428571,High,0.48021912976505265,10.249635329783885,16.080572023340405
sesamum,1998,Kharif     ,Karnataka,115250.0,46673,1260.8,11386700.0,33422.5,0.417307692,High,0.34875908039676723,10.41701452437378,16.24795665343447
soyabean,1998,Kharif     ,Karnataka,65309.0,70294,1260.8,6452529.2,18939.61,1.060588235,High,0.7229914930104445,9.849063573190813,15.679982890920405
sunflower,1998,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.04,0.382608696,High,0.32397207410855383,11.735244996873677,17.566208974503517
sunflower,1998,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.06,0.390416667,High,0.3296034626550733,11.554643633806297,17.385606031268324
sunflower,1998,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.24,0.595217391,High,0.46701002224725335,9.434782280060343,15.265674575956897
turmeric,1998,Whole Year ,Karnataka,5007.0,25386,1260.8,494691.6,1452.03,4.682380952,High,1.7373703265911002,7.281406310294509,13.111691838543175
wheat,1998,Rabi       ,Karnataka,268981.0,219433,1260.8,26575322.8,78004.49,0.848823529,High,0.614549506530543,11.264534487810232,17.095493666501877
arecanut,1998,Whole Year ,Kerala,73639.0,68479,3151.5,7275533.2,21355.31,0.797857143,Very High,0.5865954796114256,9.969102525341658,15.800027797879277
banana,1998,Whole Year ,Kerala,30521.0,386588,3151.5,3015474.8,8851.09,12.85714286,Very High,2.628800829654255,9.08840886831311,14.91926818663786
black pepper,1998,Whole Year ,Kerala,182384.0,68510,3151.5,18019539.2,52891.36,0.261428571,Very High,0.2322448652208045,10.876014183975867,16.706967293725697
cardamom,1998,Whole Year ,Kerala,41449.0,4990,3151.5,4095161.2,12020.21,0.045555556,Very High,0.04454837668614858,9.394427868580166,15.225316883764489
cashewnut,1998,Whole Year ,Kerala,91268.0,51336,3151.5,9017278.4,26467.72,0.484285714,Very High,0.3949336558633299,10.18371893742178,16.014653227917485
coconut,1998,Whole Year ,Kerala,882288.0,5132000000,3151.5,87170054.4,255863.52,5304.749286,Very High,8.576546282544758,12.452403364626031,18.283371428527307
cotton(lint),1998,Kharif     ,Kerala,10999.0,17752,3151.5,1086701.2,3189.71,1.61,Very High,0.959350221334602,8.06799874154666,13.89865816352667
dry chillies,1998,Whole Year ,Kerala,297.0,288,3151.5,29343.6,86.13,0.937777778,Very High,0.661541841259293,4.467401256243195,10.286863821957294
garlic,1998,Whole Year ,Kerala,742.0,12614,3151.5,73309.6,215.18,17.0,Very High,2.8903717578961645,5.376111393988057,11.202460488606457
ginger,1998,Whole Year ,Kerala,11107.0,39362,3151.5,1097371.6,3221.03,2.93,Very High,1.3686394258811698,8.077766874680538,13.90842933518887
groundnut,1998,Kharif     ,Kerala,7021.0,5219,3151.5,693674.8,2036.09,0.62,Very High,0.4824261492442927,7.619277597872284,13.449759983367738
jowar,1998,Kharif     ,Kerala,2177.0,1108,3151.5,215087.6,631.33,0.505,Very High,0.408792898200839,6.449411409771724,12.278805315246046
ragi,1998,Kharif     ,Kerala,1157.0,936,3151.5,114311.6,335.53,0.81,Very High,0.5933268452777344,5.818687298156949,11.646692079927808
rice,1998,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.93,1.856923077,Very High,1.0497451984899482,10.459208049380642,16.290151410978297
rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116153846,Very High,1.136599499703692,9.725197856855544,15.556110232665205
rice,1998,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.06,1.937142857,Very High,1.0774372914830128,10.833051010782185,16.664003292975078
sesamum,1998,Kharif     ,Kerala,3303.0,1057,3151.5,326336.4,957.87,0.467272727,Very High,0.3834053898575586,6.865755507821855,12.6956870944625
sugarcane,1998,Whole Year ,Kerala,6160.0,472160,3151.5,608608.0,1786.4,64.83,Very High,4.187075661479786,7.4885173289472915,13.318931304373786
sweet potato,1998,Whole Year ,Kerala,1099.0,11924,3151.5,108581.2,318.71,11.718,Very High,2.543018312845216,5.767414334900974,11.595262768812477
tapioca,1998,Whole Year ,Kerala,112774.0,2630155,3151.5,11142071.2,32704.46,25.51785714,Very High,3.2778183603939066,10.395297315424056,16.226238789527542
tobacco,1998,Whole Year ,Kerala,41.0,228,3151.5,4050.8,11.89,5.56,Very High,1.8809906029559975,2.556451816951096,8.306916505808852
turmeric,1998,Whole Year ,Kerala,3706.0,8034,3151.5,366152.8,1074.74,1.997857143,Very High,1.097897747777894,6.980764075835391,12.810808742695638
arecanut,1998,Whole Year ,Meghalaya,9585.0,11567,6552.7,946998.0,2779.65,1.151666667,Very High,0.7662427357854148,7.930439992304335,13.76105331620145
arhar/tur,1998,Kharif     ,Meghalaya,861.0,678,6552.7,85066.8,249.69,0.803333333,Very High,0.5896368040054376,5.524217116055963,11.351203864579926
banana,1998,Whole Year ,Meghalaya,5194.0,62888,6552.7,513167.2,1506.26,11.26714286,Very High,2.50692437586199,7.318048711946942,13.148358945657229
cotton(lint),1998,Kharif     ,Meghalaya,7549.0,5599,6552.7,745841.2,2189.21,0.796666667,Very High,0.5859330964383248,7.691752708624314,13.52226932866053
dry chillies,1998,Whole Year ,Meghalaya,1764.0,1051,6552.7,174283.2,511.56,0.598571429,Very High,0.4691103735366171,6.239417777330766,12.06844257909179
ginger,1998,Kharif     ,Meghalaya,7403.0,45590,6552.7,731416.4,2146.87,6.008571429,Very High,1.9471338898361796,7.67223193238199,13.502739574406236
gram,1998,Rabi       ,Meghalaya,463.0,283,6552.7,45744.4,134.27,0.61,Very High,0.4762341789963716,4.907272781101103,10.730846519200448
jute,1998,Kharif     ,Meghalaya,4241.0,27097,6552.7,419010.8,1229.89,7.553333333,Very High,2.14632107048041,7.115492763946439,12.945654360798894
linseed,1998,Kharif     ,Meghalaya,51.0,23,6552.7,5038.8,14.79,0.45,Very High,0.37156355643248307,2.7593768282675506,8.525121677738358
maize,1998,Kharif     ,Meghalaya,17219.0,25272,6552.7,1701237.2,4993.51,1.457142857,Very High,0.8989992347059546,8.516094588172622,14.346866896847343
mesta,1998,Kharif     ,Meghalaya,4681.0,21362,6552.7,462482.8,1357.49,4.58,Very High,1.7191887763932197,7.214129067779317,13.044366808294129
mesta,1998,Whole Year ,Meghalaya,871.0,631,6552.7,86054.8,252.59,0.68,Very High,0.5187937934151675,5.535718789608946,11.362751202041093
other  rabi pulses,1998,Rabi       ,Meghalaya,1938.0,1527,6552.7,191474.4,562.02,0.755714286,Very High,0.5628757746853641,6.333315151487414,12.162514619821179
potato,1998,Whole Year ,Meghalaya,20753.0,201059,6552.7,2050396.4,6018.37,7.738571429,Very High,2.167746724248204,8.702737881663761,14.533544185985935
rapeseed &mustard,1998,Rabi       ,Meghalaya,6916.0,4576,6552.7,683300.8,2005.64,0.635714286,Very High,0.49207958111960787,7.604216960509913,13.434691915040244
rice,1998,Kharif     ,Meghalaya,105402.0,149742,6552.7,10413717.6,30566.58,1.51,Very High,0.9202827531436926,10.327695249173667,16.15863459102244
sesamum,1998,Kharif     ,Meghalaya,1322.0,694,6552.7,130613.6,383.38,0.575714286,Very High,0.4547086843914214,5.951631646606258,11.780006281306713
small millets,1998,Kharif     ,Meghalaya,2823.0,2282,6552.7,278912.4,818.67,0.871428571,Very High,0.6267020809227849,6.708901820233592,12.538656618355999
soyabean,1998,Kharif     ,Meghalaya,899.0,812,6552.7,88821.2,260.71,0.881428571,Very High,0.6320313664720859,5.56723702049883,11.394391897735469
sugarcane,1998,Whole Year ,Meghalaya,83.0,225,6552.7,8200.4,24.07,2.328,Very High,1.2023715229589622,3.221671912170202,9.012060150386663
sweet potato,1998,Whole Year ,Meghalaya,5181.0,17291,6552.7,511882.8,1502.49,3.302857143,Very High,1.4592792539095802,7.315544351259142,13.145852925138888
tapioca,1998,Whole Year ,Meghalaya,3963.0,21251,6552.7,391544.4,1149.27,6.547142857,Very High,2.0211690621019827,7.047751976408868,12.877856751929764
tobacco,1998,Whole Year ,Meghalaya,742.0,507,6552.7,73309.6,215.18,0.61,Very High,0.4762341789963716,5.376111393988057,11.202460488606457
turmeric,1998,Whole Year ,Meghalaya,1375.0,6997,6552.7,135850.0,398.75,5.624285714,Very High,1.8907425493049248,5.9908393517140635,11.819313975887393
wheat,1998,Rabi       ,Meghalaya,4287.0,6998,6552.7,423555.6,1243.23,1.605,Very High,0.9574326752053303,7.126272143669352,12.956442432314137
arecanut,1998,Whole Year ,West Bengal,8239.0,13665,2152.5,814013.2,2389.31,1.595294118,Very High,0.9536998504650784,7.7791783436272866,13.609733089549964
arhar/tur,1998,Kharif     ,West Bengal,2606.0,1672,2152.5,257472.8,755.74,0.756923077,Very High,0.5635640273700555,6.629019733410817,12.458673246336478
bajra,1998,Kharif     ,West Bengal,175.0,84,2152.5,17290.0,50.75,0.436666667,Very High,0.3623256156795653,3.9464244321454784,9.75794141390479
barley,1998,Rabi       ,West Bengal,5938.0,5910,2152.5,586674.4,1722.02,1.10375,Very High,0.7437214665228787,7.451833844121618,13.28222696459906
cardamom,1998,Whole Year ,West Bengal,2875.0,690,2152.5,284050.0,833.75,0.24,Very High,0.2151113796169455,6.727132278823764,12.55690907848603
castor seed,1998,Rabi       ,West Bengal,54.0,38,2152.5,5335.2,15.66,0.7,Very High,0.5306282510621704,2.8130106367386967,8.582269068152424
coconut,1998,Whole Year ,West Bengal,24616.0,318174400,2152.5,2432060.8,7138.64,12448.06222,Very High,9.429400575361102,8.873417633894423,14.704249932929546
cotton(lint),1998,Kharif     ,West Bengal,200.0,73,2152.5,19760.0,58.0,0.37,Very High,0.31481073984003355,4.07753744390572,9.891465577308802
dry chillies,1998,Whole Year ,West Bengal,64354.0,51303,2152.5,6358175.2,18662.66,0.890555556,Very High,0.6368707308517364,9.834333596647209,15.665252133186216
ginger,1998,Kharif     ,West Bengal,9398.0,18839,2152.5,928522.4,2725.42,1.449444444,Very High,0.8958612412922345,7.910744672288842,13.741350861395945
gram,1998,Rabi       ,West Bengal,23286.0,18971,2152.5,2300656.8,6752.94,0.875,Very High,0.6286086594223741,8.817881317281534,14.648705640009174
groundnut,1998,Whole Year ,West Bengal,30157.0,34994,2152.5,2979511.6,8745.53,1.128571429,Very High,0.7554510640974424,9.076412329267844,14.907270288057695
horse-gram,1998,Rabi       ,West Bengal,4958.0,2043,2152.5,489850.4,1437.82,0.422,Very High,0.35206433138104914,7.271578612197474,13.101857358786464
jowar,1998,Kharif     ,West Bengal,886.0,414,2152.5,87536.8,256.94,0.465,Very High,0.38185524246903063,5.552726999736245,11.379825979060572
jute,1998,Kharif     ,West Bengal,612066.0,7373630,2152.5,60472120.8,177499.14,13.24705882,Very High,2.6565504868150467,12.086726676629691,17.917693020107432
khesari,1998,Rabi       ,West Bengal,23300.0,20850,2152.5,2302040.0,6757.0,0.774666667,Very High,0.5736126120525842,8.818482267274236,14.649306678704837
linseed,1998,Rabi       ,West Bengal,10323.0,2691,2152.5,1019912.4,2993.67,0.24,Very High,0.2151113796169455,8.004589320839488,13.835228279695293
